Timestamp,Value
04-06-2013 03:40,22.1
04-06-2013 03:50,22.1
04-06-2013 04:00,21.9
04-06-2013 04:10,22.8
04-06-2013 04:20,21.8
04-06-2013 04:30,22.5
04-06-2013 04:40,22.1
04-06-2013 04:50,22.1
04-06-2013 05:00,22.6
04-06-2013 05:10,22.0
04-06-2013 05:20,22.3
04-06-2013 05:30,23.1
04-06-2013 05:40,22.2
04-06-2013 05:50,22.5
04-06-2013 06:00,21.9
04-06-2013 06:10,22.2
04-06-2013 06:20,23.1
04-06-2013 06:30,22.0
04-06-2013 06:40,22.5
04-06-2013 06:50,22.6
04-06-2013 07:00,22.3
04-06-2013 07:10,22.4
04-06-2013 07:20,23.0
04-06-2013 07:30,22.8
04-06-2013 07:40,22.2
04-06-2013 07:50,22.5
04-06-2013 08:00,22.2
04-06-2013 08:10,22.2
04-06-2013 08:20,22.6
04-06-2013 08:30,22.4
04-06-2013 08:40,22.0
04-06-2013 08:50,22.6
04-06-2013 09:00,23.1
04-06-2013 09:10,22.0
04-06-2013 09:20,22.5
04-06-2013 09:30,22.7
04-06-2013 09:40,22.4
04-06-2013 09:50,22.2
04-06-2013 10:00,22.8
04-06-2013 10:10,22.4
04-06-2013 10:20,23.0
04-06-2013 10:30,22.7
04-06-2013 10:40,23.3
04-06-2013 10:50,22.4
04-06-2013 11:00,22.9
04-06-2013 11:10,23.1
04-06-2013 11:20,22.7
04-06-2013 11:30,22.9
04-06-2013 11:40,23.0
04-06-2013 11:50,22.7
04-06-2013 12:00,23.2
04-06-2013 12:10,22.7
04-06-2013 12:20,23.3
04-06-2013 12:30,23.3
04-06-2013 12:40,23.2
04-06-2013 12:50,23.1
04-06-2013 13:00,23.6
04-06-2013 13:10,23.4
04-06-2013 13:20,23.3
04-06-2013 13:30,23.2
04-06-2013 13:40,23.5
04-06-2013 13:50,23.0
04-06-2013 14:00,23.3
04-06-2013 14:10,23.1
04-06-2013 14:20,23.1
04-06-2013 14:30,22.9
04-06-2013 14:40,23.1
04-06-2013 14:50,22.8
04-06-2013 15:00,22.8
04-06-2013 15:10,23.1
04-06-2013 15:20,23.5
04-06-2013 15:30,23.2
04-06-2013 15:40,22.9
04-06-2013 15:50,23.1
04-06-2013 16:00,22.9
04-06-2013 16:10,22.8
04-06-2013 16:20,23.2
04-06-2013 16:30,22.7
04-06-2013 16:40,22.8
04-06-2013 16:50,22.9
04-06-2013 17:00,22.7
04-06-2013 17:10,23.1
04-06-2013 17:20,22.8
04-06-2013 17:30,22.8
04-06-2013 17:40,22.9
04-06-2013 17:50,22.4
04-06-2013 18:00,22.9
04-06-2013 18:10,22.5
04-06-2013 18:20,23.4
04-06-2013 18:30,22.5
04-06-2013 18:40,23.0
04-06-2013 18:50,22.4
04-06-2013 19:00,22.9
04-06-2013 19:10,23.0
04-06-2013 19:20,22.9
04-06-2013 19:30,22.3
04-06-2013 19:40,22.4
04-06-2013 19:50,22.7
04-06-2013 20:00,22.5
04-06-2013 20:10,22.6
04-06-2013 20:20,22.6
04-06-2013 20:30,22.7
04-06-2013 20:40,22.3
04-06-2013 20:50,22.1
04-06-2013 21:00,22.6
04-06-2013 21:10,22.8
04-06-2013 21:20,22.7
04-06-2013 21:30,22.5
04-06-2013 21:40,22.7
04-06-2013 21:50,22.6
04-06-2013 22:00,22.5
04-06-2013 22:10,22.3
04-06-2013 22:20,22.4
04-06-2013 22:30,22.7
04-06-2013 22:40,22.0
04-06-2013 22:50,22.6
04-06-2013 23:00,22.7
04-06-2013 23:10,22.6
04-06-2013 23:20,22.5
04-06-2013 23:30,22.3
04-06-2013 23:40,21.9
04-06-2013 23:50,22.5
04-07-2013 00:00,23.1
04-07-2013 00:10,22.2
04-07-2013 00:20,22.9
04-07-2013 00:30,23.2
04-07-2013 00:40,21.9
04-07-2013 00:50,22.3
04-07-2013 01:00,22.7
04-07-2013 01:10,22.1
04-07-2013 01:20,21.9
04-07-2013 01:30,23.0
04-07-2013 01:40,21.7
04-07-2013 01:50,22.1
04-07-2013 02:00,22.4
04-07-2013 02:10,22.7
04-07-2013 02:20,22.7
04-07-2013 02:30,23.3
04-07-2013 02:40,22.1
04-07-2013 02:50,22.1
04-07-2013 03:00,22.3
04-07-2013 03:10,22.9
04-07-2013 03:20,22.7
04-07-2013 03:30,22.9
04-07-2013 03:40,22.7
04-07-2013 03:50,22.7
04-07-2013 04:00,22.2
04-07-2013 04:10,21.7
04-07-2013 04:20,23.3
04-07-2013 04:30,22.8
04-07-2013 04:40,22.6
04-07-2013 04:50,22.2
04-07-2013 05:00,21.6
04-07-2013 05:10,22.7
04-07-2013 05:20,23.1
04-07-2013 05:30,22.6
04-07-2013 05:40,22.0
04-07-2013 05:50,22.0
04-07-2013 06:00,21.9
04-07-2013 06:10,22.0
04-07-2013 06:20,22.7
04-07-2013 06:30,22.0
04-07-2013 06:40,21.6
04-07-2013 06:50,22.8
04-07-2013 07:00,21.9
04-07-2013 07:10,23.0
04-07-2013 07:20,22.5
04-07-2013 07:30,22.3
04-07-2013 07:40,22.7
04-07-2013 07:50,22.1
04-07-2013 08:00,23.2
04-07-2013 08:10,22.8
04-07-2013 08:20,22.6
04-07-2013 08:30,22.9
04-07-2013 08:40,22.9
04-07-2013 08:50,22.5
04-07-2013 09:00,22.4
04-07-2013 09:10,22.4
04-07-2013 09:20,22.1
04-07-2013 09:30,23.1
04-07-2013 09:40,23.0
04-07-2013 09:50,23.1
04-07-2013 10:00,22.7
04-07-2013 10:10,22.4
04-07-2013 10:20,23.4
04-07-2013 10:30,22.5
04-07-2013 10:40,22.3
04-07-2013 10:50,22.5
04-07-2013 11:00,22.7
04-07-2013 11:10,23.1
04-07-2013 11:20,22.8
04-07-2013 11:30,22.9
04-07-2013 11:40,23.7
04-07-2013 11:50,23.7
04-07-2013 12:00,23.5
04-07-2013 12:10,23.8
04-07-2013 12:20,24.0
04-07-2013 12:30,24.1
04-07-2013 12:40,24.4
04-07-2013 12:50,24.3
04-07-2013 13:00,24.2
04-07-2013 13:10,24.6
04-07-2013 13:20,24.3
04-07-2013 13:30,24.7
04-07-2013 13:40,24.6
04-07-2013 13:50,24.8
04-07-2013 14:00,24.8
04-07-2013 14:10,24.9
04-07-2013 14:20,24.8
04-07-2013 14:30,24.8
04-07-2013 14:40,24.8
04-07-2013 14:50,24.3
04-07-2013 15:00,24.7
04-07-2013 15:10,24.3
04-07-2013 15:20,24.3
04-07-2013 15:30,24.1
04-07-2013 15:40,23.8
04-07-2013 15:50,23.8
04-07-2013 16:00,23.6
04-07-2013 16:10,23.9
04-07-2013 16:20,23.6
04-07-2013 16:30,23.6
04-07-2013 16:40,23.7
04-07-2013 16:50,23.5
04-07-2013 17:00,23.6
04-07-2013 17:10,23.6
04-07-2013 17:20,24.0
04-07-2013 17:30,23.7
04-07-2013 17:40,23.8
04-07-2013 17:50,23.9
04-07-2013 18:00,23.7
04-07-2013 18:10,23.6
04-07-2013 18:20,23.7
04-07-2013 18:30,23.8
04-07-2013 18:40,23.7
04-07-2013 18:50,23.5
04-07-2013 19:00,23.5
04-07-2013 19:10,23.6
04-07-2013 19:20,23.2
04-07-2013 19:30,23.1
04-07-2013 19:40,23.3
04-07-2013 19:50,23.2
04-07-2013 20:00,22.9
04-07-2013 20:10,23.1
04-07-2013 20:20,23.1
04-07-2013 20:30,22.7
04-07-2013 20:40,22.9
04-07-2013 20:50,22.9
04-07-2013 21:00,23.0
04-07-2013 21:10,23.0
04-07-2013 21:20,22.6
04-07-2013 21:30,22.5
04-07-2013 21:40,22.6
04-07-2013 21:50,22.5
04-07-2013 22:00,22.3
04-07-2013 22:10,22.7
04-07-2013 22:20,22.5
04-07-2013 22:30,22.8
04-07-2013 22:40,22.2
04-07-2013 22:50,22.7
04-07-2013 23:00,22.2
04-07-2013 23:10,22.4
04-07-2013 23:20,22.2
04-07-2013 23:30,22.1
04-07-2013 23:40,22.3
04-07-2013 23:50,22.6
04-08-2013 00:00,22.1
04-08-2013 00:10,22.9
04-08-2013 00:20,22.1
04-08-2013 00:30,22.7
04-08-2013 00:40,22.2
04-08-2013 00:50,22.7
04-08-2013 01:00,22.3
04-08-2013 01:10,23.0
04-08-2013 01:20,22.2
04-08-2013 01:30,22.4
04-08-2013 01:40,22.2
04-08-2013 01:50,23.4
04-08-2013 02:00,22.5
04-08-2013 02:10,22.9
04-08-2013 02:20,22.3
04-08-2013 02:30,22.9
04-08-2013 02:40,22.2
04-08-2013 02:50,22.8
04-08-2013 03:00,22.3
04-08-2013 03:10,22.3
04-08-2013 03:20,22.3
04-08-2013 03:30,22.5
04-08-2013 03:40,22.7
04-08-2013 03:50,22.6
04-08-2013 04:00,22.1
04-08-2013 04:10,22.3
04-08-2013 04:20,22.2
04-08-2013 04:30,22.1
04-08-2013 04:40,22.6
04-08-2013 04:50,22.2
04-08-2013 05:00,22.6
04-08-2013 05:10,22.1
04-08-2013 05:20,22.3
04-08-2013 05:30,22.8
04-08-2013 05:40,22.2
04-08-2013 05:50,22.4
04-08-2013 06:00,22.2
04-08-2013 06:10,22.3
04-08-2013 06:20,23.1
04-08-2013 06:30,22.1
04-08-2013 06:40,22.6
04-08-2013 06:50,22.4
04-08-2013 07:00,22.3
04-08-2013 07:10,22.6
04-08-2013 07:20,22.6
04-08-2013 07:30,22.5
04-08-2013 07:40,22.9
04-08-2013 07:50,22.5
04-08-2013 08:00,22.5
04-08-2013 08:10,22.2
04-08-2013 08:20,22.9
04-08-2013 08:30,22.3
04-08-2013 08:40,22.4
04-08-2013 08:50,23.0
04-08-2013 09:00,22.7
04-08-2013 09:10,22.6
04-08-2013 09:20,22.0
04-08-2013 09:30,22.5
04-08-2013 09:40,21.9
04-08-2013 09:50,21.8
04-08-2013 10:00,22.2
04-08-2013 10:10,21.7
04-08-2013 10:20,21.9
04-08-2013 10:30,22.4
04-08-2013 10:40,21.9
04-08-2013 10:50,22.3
04-08-2013 11:00,22.3
04-08-2013 11:10,22.0
04-08-2013 11:20,23.0
04-08-2013 11:30,22.3
04-08-2013 11:40,22.3
04-08-2013 11:50,22.5
04-08-2013 12:00,22.3
04-08-2013 12:10,22.1
04-08-2013 12:20,22.3
04-08-2013 12:30,22.4
04-08-2013 12:40,22.5
04-08-2013 12:50,22.5
04-08-2013 13:00,22.2
04-08-2013 13:10,22.3
04-08-2013 13:20,22.6
04-08-2013 13:30,22.5
04-08-2013 13:40,22.3
04-08-2013 13:50,22.3
04-08-2013 14:00,22.3
04-08-2013 14:10,22.4
04-08-2013 14:20,22.5
04-08-2013 14:30,22.3
04-08-2013 14:40,22.2
04-08-2013 14:50,22.5
04-08-2013 15:00,22.2
04-08-2013 15:10,22.4
04-08-2013 15:20,22.6
04-08-2013 15:30,22.8
04-08-2013 15:40,22.9
04-08-2013 15:50,22.9
04-08-2013 16:00,22.7
04-08-2013 16:10,22.7
04-08-2013 16:20,23.1
04-08-2013 16:30,23.1
04-08-2013 16:40,22.9
04-08-2013 16:50,22.8
04-08-2013 17:00,23.1
04-08-2013 17:10,22.8
04-08-2013 17:20,23.0
04-08-2013 17:30,22.5
04-08-2013 17:40,22.5
04-08-2013 17:50,22.9
04-08-2013 18:00,22.5
04-08-2013 18:10,22.6
04-08-2013 18:20,22.6
04-08-2013 18:30,22.4
04-08-2013 18:40,22.9
04-08-2013 18:50,22.9
04-08-2013 19:00,22.5
04-08-2013 19:10,22.7
04-08-2013 19:20,22.6
04-08-2013 19:30,22.6
04-08-2013 19:40,22.5
04-08-2013 19:50,22.6
04-08-2013 20:00,22.7
04-08-2013 20:10,22.5
04-08-2013 20:20,22.6
04-08-2013 20:30,22.6
04-08-2013 20:40,22.4
04-08-2013 20:50,22.1
04-08-2013 21:00,22.3
04-08-2013 21:10,22.4
04-08-2013 21:20,22.4
04-08-2013 21:30,21.9
04-08-2013 21:40,21.8
04-08-2013 21:50,22.2
04-08-2013 22:00,22.1
04-08-2013 22:10,22.1
04-08-2013 22:20,21.9
04-08-2013 22:30,22.0
04-08-2013 22:40,22.1
04-08-2013 22:50,21.9
04-08-2013 23:00,21.7
04-08-2013 23:10,21.7
04-08-2013 23:20,22.1
04-08-2013 23:30,22.0
04-08-2013 23:40,21.7
04-08-2013 23:50,22.5
04-09-2013 00:00,22.2
04-09-2013 00:10,21.9
04-09-2013 00:20,21.8
04-09-2013 00:30,22.2
04-09-2013 00:40,22.1
04-09-2013 00:50,21.8
04-09-2013 01:00,22.5
04-09-2013 01:10,22.1
04-09-2013 01:20,21.7
04-09-2013 01:30,22.6
04-09-2013 01:40,22.0
04-09-2013 01:50,21.8
04-09-2013 02:00,22.3
04-09-2013 02:10,21.8
04-09-2013 02:20,22.5
04-09-2013 02:30,22.2
04-09-2013 02:40,22.4
04-09-2013 02:50,22.0
04-09-2013 03:00,22.6
04-09-2013 03:10,22.0
04-09-2013 03:20,22.5
04-09-2013 03:30,21.9
04-09-2013 03:40,22.3
04-09-2013 03:50,22.1
04-09-2013 04:00,21.7
04-09-2013 04:10,22.3
04-09-2013 04:20,21.9
04-09-2013 04:30,21.9
04-09-2013 04:40,21.9
04-09-2013 04:50,22.3
04-09-2013 05:00,22.1
04-09-2013 05:10,21.8
04-09-2013 05:20,22.3
04-09-2013 05:30,22.2
04-09-2013 05:40,22.0
04-09-2013 05:50,21.9
04-09-2013 06:00,22.2
04-09-2013 06:10,22.0
04-09-2013 06:20,22.6
04-09-2013 06:30,21.8
04-09-2013 06:40,22.1
04-09-2013 06:50,21.5
04-09-2013 07:00,21.8
04-09-2013 07:10,21.8
04-09-2013 07:20,21.9
04-09-2013 07:30,21.7
04-09-2013 07:40,21.7
04-09-2013 07:50,21.9
04-09-2013 08:00,21.5
04-09-2013 08:10,21.2
04-09-2013 08:20,21.9
04-09-2013 08:30,21.9
04-09-2013 08:40,22.5
04-09-2013 08:50,21.8
04-09-2013 09:00,22.4
04-09-2013 09:10,22.7
04-09-2013 09:20,21.9
04-09-2013 09:30,22.5
04-09-2013 09:40,22.1
04-09-2013 09:50,21.9
04-09-2013 10:00,22.2
04-09-2013 10:10,22.2
04-09-2013 10:20,22.7
04-09-2013 10:30,22.9
04-09-2013 10:40,23.1
04-09-2013 10:50,23.3
04-09-2013 11:00,23.3
04-09-2013 11:10,23.2
04-09-2013 11:20,23.2
04-09-2013 11:30,23.1
04-09-2013 11:40,23.3
04-09-2013 11:50,23.4
04-09-2013 12:00,23.3
04-09-2013 12:10,23.5
04-09-2013 12:20,23.9
04-09-2013 12:30,20.1
04-09-2013 12:40,21.8
04-09-2013 12:50,21.1
04-09-2013 13:00,24.2
04-09-2013 13:10,24.1
04-09-2013 13:20,23.7
04-09-2013 13:30,23.9
04-09-2013 13:40,23.7
04-09-2013 13:50,23.5
04-09-2013 14:00,23.7
04-09-2013 14:10,23.3
04-09-2013 14:20,23.3
04-09-2013 14:30,23.5
04-09-2013 14:40,23.2
04-09-2013 14:50,23.2
04-09-2013 15:00,23.1
04-09-2013 15:10,23.7
04-09-2013 15:20,23.5
04-09-2013 15:30,23.3
04-09-2013 15:40,23.8
04-09-2013 15:50,23.5
04-09-2013 16:00,23.9
04-09-2013 16:10,23.8
04-09-2013 16:20,23.5
04-09-2013 16:30,23.7
04-09-2013 16:40,24.0
04-09-2013 16:50,24.1
04-09-2013 17:00,24.3
04-09-2013 17:10,24.5
04-09-2013 17:20,24.7
04-09-2013 17:30,25.1
04-09-2013 17:40,25.5
04-09-2013 17:50,25.8
04-09-2013 18:00,25.9
04-09-2013 18:10,26.0
04-09-2013 18:20,25.5
04-09-2013 18:30,25.1
04-09-2013 18:40,24.6
04-09-2013 18:50,24.0
04-09-2013 19:00,24.0
04-09-2013 19:10,24.3
04-09-2013 19:20,23.7
04-09-2013 19:30,23.8
04-09-2013 19:40,24.3
04-09-2013 19:50,24.0
04-09-2013 20:00,24.3
04-09-2013 20:10,23.9
04-09-2013 20:20,23.7
04-09-2013 20:30,23.8
04-09-2013 20:40,24.0
04-09-2013 20:50,23.6
04-09-2013 21:00,24.1
04-09-2013 21:10,23.9
04-09-2013 21:20,23.5
04-09-2013 21:30,23.3
04-09-2013 21:40,23.5
04-09-2013 21:50,23.5
04-09-2013 22:00,23.7
04-09-2013 22:10,23.3
04-09-2013 22:20,23.1
04-09-2013 22:30,23.4
04-09-2013 22:40,23.5
04-09-2013 22:50,23.4
04-09-2013 23:00,23.2
04-09-2013 23:10,23.3
04-09-2013 23:20,23.6
04-09-2013 23:30,23.3
04-09-2013 23:40,22.9
04-09-2013 23:50,23.4
04-10-2013 00:00,23.1
04-10-2013 00:10,23.4
04-10-2013 00:20,23.1
04-10-2013 00:30,22.8
04-10-2013 00:40,23.1
04-10-2013 00:50,23.2
04-10-2013 01:00,23.9
04-10-2013 01:10,22.9
04-10-2013 01:20,23.7
04-10-2013 01:30,22.9
04-10-2013 01:40,23.5
04-10-2013 01:50,23.0
04-10-2013 02:00,23.0
04-10-2013 02:10,23.3
04-10-2013 02:20,22.7
04-10-2013 02:30,23.5
04-10-2013 02:40,23.4
04-10-2013 02:50,23.0
04-10-2013 03:00,23.6
04-10-2013 03:10,22.9
04-10-2013 03:20,23.3
04-10-2013 03:30,23.0
04-10-2013 03:40,23.6
04-10-2013 03:50,22.8
04-10-2013 04:00,23.1
04-10-2013 04:10,23.1
04-10-2013 04:20,22.9
04-10-2013 04:30,23.3
04-10-2013 04:40,23.0
04-10-2013 04:50,23.5
04-10-2013 05:00,23.5
04-10-2013 05:10,23.3
04-10-2013 05:20,23.9
04-10-2013 05:30,24.0
04-10-2013 05:40,24.0
04-10-2013 05:50,23.2
04-10-2013 06:00,23.3
04-10-2013 06:10,23.5
04-10-2013 06:20,24.1
04-10-2013 06:30,23.3
04-10-2013 06:40,23.4
04-10-2013 06:50,23.6
04-10-2013 07:00,23.1
04-10-2013 07:10,23.5
04-10-2013 07:20,23.7
04-10-2013 07:30,23.0
04-10-2013 07:40,23.3
04-10-2013 07:50,23.1
04-10-2013 08:00,22.8
04-10-2013 08:10,23.6
04-10-2013 08:20,23.2
04-10-2013 08:30,23.2
04-10-2013 08:40,23.9
04-10-2013 08:50,23.5
04-10-2013 09:00,23.1
04-10-2013 09:10,23.6
04-10-2013 09:20,23.3
04-10-2013 09:30,23.1
04-10-2013 09:40,23.1
04-10-2013 09:50,23.6
04-10-2013 10:00,23.9
04-10-2013 10:10,23.4
04-10-2013 10:20,23.2
04-10-2013 10:30,23.7
04-10-2013 10:40,23.1
04-10-2013 10:50,23.4
04-10-2013 11:00,22.9
04-10-2013 11:10,23.4
04-10-2013 11:20,23.3
04-10-2013 11:30,23.1
04-10-2013 11:40,23.7
04-10-2013 11:50,23.3
04-10-2013 12:00,23.5
04-10-2013 12:10,23.6
04-10-2013 12:20,23.5
04-10-2013 12:30,23.5
04-10-2013 12:40,23.5
04-10-2013 12:50,23.8
04-10-2013 13:00,24.1
04-10-2013 13:10,24.1
04-10-2013 13:20,24.3
04-10-2013 13:30,24.5
04-10-2013 13:40,24.8
04-10-2013 13:50,24.8
04-10-2013 14:00,24.9
04-10-2013 14:10,25.1
04-10-2013 14:20,25.3
04-10-2013 14:30,25.5
04-10-2013 14:40,25.7
04-10-2013 14:50,25.5
04-10-2013 15:00,25.5
04-10-2013 15:10,25.5
04-10-2013 15:20,25.5
04-10-2013 15:30,25.4
04-10-2013 15:40,25.1
04-10-2013 15:50,25.2
04-10-2013 16:00,25.1
04-10-2013 16:10,25.2
04-10-2013 16:20,25.1
04-10-2013 16:30,25.1
04-10-2013 16:40,25.3
04-10-2013 16:50,25.3
04-10-2013 17:00,25.5
04-10-2013 17:10,25.6
04-10-2013 17:20,25.4
04-10-2013 17:30,25.2
04-10-2013 17:40,25.0
04-10-2013 17:50,24.9
04-10-2013 18:00,24.6
04-10-2013 18:10,24.4
04-10-2013 18:20,24.2
04-10-2013 18:30,23.7
04-10-2013 18:40,23.1
04-10-2013 18:50,23.0
04-10-2013 19:00,23.7
04-10-2013 19:10,23.2
04-10-2013 19:20,23.6
04-10-2013 19:30,23.4
04-10-2013 19:40,23.8
04-10-2013 19:50,23.3
04-10-2013 20:00,23.4
04-10-2013 20:10,23.4
04-10-2013 20:20,23.4
04-10-2013 20:30,23.1
04-10-2013 20:40,23.5
04-10-2013 20:50,23.1
04-10-2013 21:00,23.3
04-10-2013 21:10,23.5
04-10-2013 21:20,23.1
04-10-2013 21:30,23.8
04-10-2013 21:40,23.3
04-10-2013 21:50,23.7
04-10-2013 22:00,23.0
04-10-2013 22:10,23.2
04-10-2013 22:20,23.9
04-10-2013 22:30,23.8
04-10-2013 22:40,23.7
04-10-2013 22:50,23.6
04-10-2013 23:00,23.3
04-10-2013 23:10,23.5
04-10-2013 23:20,24.1
04-10-2013 23:30,23.9
04-10-2013 23:40,23.5
04-10-2013 23:50,23.5
04-11-2013 00:00,23.2
04-11-2013 00:10,23.9
04-11-2013 00:20,24.2
04-11-2013 00:30,24.3
04-11-2013 00:40,24.1
04-11-2013 00:50,23.3
04-11-2013 01:00,23.7
04-11-2013 01:10,23.3
04-11-2013 01:20,23.6
04-11-2013 01:30,23.6
04-11-2013 01:40,23.2
04-11-2013 01:50,23.2
04-11-2013 02:00,23.5
04-11-2013 02:10,23.5
04-11-2013 02:20,23.8
04-11-2013 02:30,23.5
04-11-2013 02:40,23.4
04-11-2013 02:50,23.3
04-11-2013 03:00,23.3
04-11-2013 03:10,23.6
04-11-2013 03:20,24.1
04-11-2013 03:30,24.0
04-11-2013 03:40,23.5
04-11-2013 03:50,23.4
04-11-2013 04:00,23.7
04-11-2013 04:10,23.3
04-11-2013 04:20,23.5
04-11-2013 04:30,23.7
04-11-2013 04:40,23.2
04-11-2013 04:50,23.9
04-11-2013 05:00,23.6
04-11-2013 05:10,23.5
04-11-2013 05:20,23.6
04-11-2013 05:30,23.9
04-11-2013 05:40,23.3
04-11-2013 05:50,24.0
04-11-2013 06:00,23.5
04-11-2013 06:10,23.7
04-11-2013 06:20,23.8
04-11-2013 06:30,23.3
04-11-2013 06:40,23.8
04-11-2013 06:50,23.4
04-11-2013 07:00,23.3
04-11-2013 07:10,23.3
04-11-2013 07:20,23.6
04-11-2013 07:30,23.8
04-11-2013 07:40,23.3
04-11-2013 07:50,23.5
04-11-2013 08:00,23.5
04-11-2013 08:10,23.6
04-11-2013 08:20,23.1
04-11-2013 08:30,23.3
04-11-2013 08:40,23.5
04-11-2013 08:50,23.6
04-11-2013 09:00,23.5
04-11-2013 09:10,23.5
04-11-2013 09:20,23.6
04-11-2013 09:30,23.8
04-11-2013 09:40,24.0
04-11-2013 09:50,23.9
04-11-2013 10:00,23.5
04-11-2013 10:10,24.0
04-11-2013 10:20,23.9
04-11-2013 10:30,24.2
04-11-2013 10:40,24.0
04-11-2013 10:50,24.1
04-11-2013 11:00,24.1
04-11-2013 11:10,24.1
04-11-2013 11:20,24.1
04-11-2013 11:30,24.2
04-11-2013 11:40,24.2
04-11-2013 11:50,24.3
04-11-2013 12:00,24.5
04-11-2013 12:10,24.6
04-11-2013 12:20,24.7
04-11-2013 12:30,24.5
04-11-2013 12:40,24.5
04-11-2013 12:50,24.5
04-11-2013 13:00,24.5
04-11-2013 13:10,24.5
04-11-2013 13:20,24.3
04-11-2013 13:30,23.9
04-11-2013 13:40,24.3
04-11-2013 13:50,24.0
04-11-2013 14:00,24.1
04-11-2013 14:10,23.9
04-11-2013 14:20,24.2
04-11-2013 14:30,24.7
04-11-2013 14:40,25.2
04-11-2013 14:50,25.8
04-11-2013 15:00,26.3
04-11-2013 15:10,26.3
04-11-2013 15:20,26.4
04-11-2013 15:30,26.2
04-11-2013 15:40,26.1
04-11-2013 15:50,26.2
04-11-2013 16:00,26.1
04-11-2013 16:10,25.9
04-11-2013 16:20,25.7
04-11-2013 16:30,25.7
04-11-2013 16:40,25.5
04-11-2013 16:50,25.5
04-11-2013 17:00,25.6
04-11-2013 17:10,25.3
04-11-2013 17:20,25.3
04-11-2013 17:30,25.1
04-11-2013 17:40,25.1
04-11-2013 17:50,25.8
04-11-2013 18:00,26.1
04-11-2013 18:10,26.0
04-11-2013 18:20,25.8
04-11-2013 18:30,25.5
04-11-2013 18:40,25.2
04-11-2013 18:50,24.9
04-11-2013 19:00,24.7
04-11-2013 19:10,24.3
04-11-2013 19:20,24.1
04-11-2013 19:30,23.7
04-11-2013 19:40,23.3
04-11-2013 19:50,23.5
04-11-2013 20:00,23.7
04-11-2013 20:10,23.2
04-11-2013 20:20,23.3
04-11-2013 20:30,23.9
04-11-2013 20:40,23.6
04-11-2013 20:50,23.1
04-11-2013 21:00,23.3
04-11-2013 21:10,23.5
04-11-2013 21:20,23.3
04-11-2013 21:30,23.2
04-11-2013 21:40,23.6
04-11-2013 21:50,23.3
04-11-2013 22:00,23.5
04-11-2013 22:10,23.6
04-11-2013 22:20,23.6
04-11-2013 22:30,23.4
04-11-2013 22:40,23.5
04-11-2013 22:50,23.5
04-11-2013 23:00,23.5
04-11-2013 23:10,23.9
04-11-2013 23:20,23.7
04-11-2013 23:30,23.2
04-11-2013 23:40,23.4
04-11-2013 23:50,23.6
04-12-2013 00:00,24.2
04-12-2013 00:10,23.8
04-12-2013 00:20,23.8
04-12-2013 00:30,24.4
04-12-2013 00:40,23.7
04-12-2013 00:50,23.8
04-12-2013 01:00,23.4
04-12-2013 01:10,23.6
04-12-2013 01:20,23.4
04-12-2013 01:30,23.6
04-12-2013 01:40,24.0
